timestamp_iso,timestamp_epoch,backend,cpu_util_pct,gpu_index,gpu_name,util_gpu_pct,util_mem_pct,mem_used_mib,mem_total_mib,temp_c,power_w
2026-03-08T23:13:21,1773036801.522,demo,,0,Demo GPU 0,64.59254143270802,46.573116253427585,11440.220276491953,24564.0,71.12023448137128,213.50680097135546
2026-03-08T23:13:22,1773036802.523,demo,7.062500000000005,0,Demo GPU 0,59.885347066512324,38.423825491196055,9438.428493657399,24564.0,69.20777902722492,190.79919230808449
2026-03-08T23:13:23,1773036803.524,demo,3.379224030037542,0,Demo GPU 0,50.0792655892734,32.393006088730246,7957.018015635698,24564.0,63.581387384540584,165.92450601036032
2026-03-08T23:13:24,1773036804.525,demo,7.586206896551728,0,Demo GPU 0,44.16382791050566,34.161967896689816,8391.545794142887,24564.0,61.96602113820465,163.45241296977926
2026-03-08T23:13:25,1773036805.526,demo,4.263322884012544,0,Demo GPU 0,42.13249207206548,27.988691829534723,6875.142261006909,24564.0,64.22526896008466,149.33640442042602
2026-03-08T23:13:26,1773036806.528,demo,6.269592476489027,0,Demo GPU 0,42.38473110112372,32.07992908141934,7880.113779559846,24564.0,61.06169257823614,159.1065065227042
2026-03-08T23:13:27,1773036807.528,demo,5.95984943538268,0,Demo GPU 0,37.09187777945502,23.01093190631161,5652.405313466384,24564.0,62.63896245515773,141.19400572707787
2026-03-08T23:13:28,1773036808.529,demo,6.700062617407642,0,Demo GPU 0,32.617249466983765,26.561089248462487,6524.465962992325,24564.0,59.96749872021404,144.06694350950903
2026-03-08T23:13:29,1773036809.529,demo,4.693366708385483,0,Demo GPU 0,26.45486805593359,16.691306462094932,4100.052519348999,24564.0,55.92719871554324,118.36290905519503
2026-03-08T23:13:30,1773036810.530,demo,3.0018761726078758,0,Demo GPU 0,19.330078054245796,8.875455170735746,2180.1668081395287,24564.0,54.7693281491331,101.44218628531456
